TimeUT	Orb	M	t	p	S
2017-05-17T15:50:45	6	29.96983599572426	80.68721060311672	343.9541696183574	2.18
2017-05-17T15:50:46	6	29.969371742172964	80.68758562597245	343.94423721896686	2.18
2017-05-17T15:50:47	6	29.96886809444256	80.6880404616658	343.934293008758	2.18
2017-05-17T15:50:48	6	29.968419169771533	80.68858029846564	343.9244137016142	2.18
2017-05-17T15:50:49	6	29.967929771220096	80.6813315254746	343.913901366331	2.176
2017-05-17T15:50:50	6	29.967432370409	80.68178233955814	343.9039755662532	2.176
2017-05-17T15:50:51	6	29.96693624940536	80.68223685250771	343.89403032009966	2.176
2017-05-17T15:50:52	6	29.966535653785723	80.68270028998685	343.88414246167343	2.176
2017-05-17T15:50:53	6	29.966039987557647	80.68315098485486	343.8742164806553	2.176
2017-05-17T15:50:54	6	29.965545601419635	80.68360537425546	343.8642710584746	2.176
2017-05-17T15:50:55	6	29.96509162121836	80.6839799404843	343.8543372894498	2.176
2017-05-17T15:50:56	6	29.964598449391325	80.68443424988313	343.8443917222262	2.176
2017-05-17T15:50:57	6	29.96415944807159	80.68496976650272	343.8345307439764	2.176
2017-05-17T15:50:58	6	29.963708050913493	80.68534795086599	343.8245774171843	2.176
2017-05-17T15:50:59	6	29.963215930386163	80.68579838692062	343.8146510436532	2.176
2017-05-17T15:51:00	6	29.96272509097577	80.68625250892349	343.8047052387106	2.176
2017-05-17T15:51:01	6	29.9622086495362	80.67907423881861	343.79421432751764	2.172
2017-05-17T15:51:02	6	29.96181833912513	80.67953337157172	343.78434478336953	2.172
2017-05-17T15:51:03	6	29.961334428632888	80.67998722890945	343.774398037512	2.172
2017-05-17T15:51:04	6	29.960850380957297	80.68043731487458	343.76447058824044	2.172
2017-05-17T15:51:05	6	29.960407313485728	80.68081139176523	343.7545354214866	2.172
2017-05-17T15:51:06	6	29.959924489724635	80.68126140304014	343.7446078347548	2.172
2017-05-17T15:51:07	6	29.95944297757737	80.68171510338301	343.73466082580563	2.172
2017-05-17T15:51:08	6	29.959001860520303	80.68208907817665	343.7247254417686	2.172
2017-05-17T15:51:09	6	29.958520853689283	80.68253896679005	343.71479765631267	2.172
2017-05-17T15:51:10	6	29.95809464090162	80.6830737011947	343.70493557704015	2.172
2017-05-17T15:51:11	6	29.95765542988336	80.6834475585873	343.6950000192095	2.172
2017-05-17T15:51:12	6	29.957146662890505	80.6762676837386	343.6845045076213	2.168
2017-05-17T15:51:13	6	29.956673130165548	80.67671725232135	343.6745757336524	2.168
2017-05-17T15:51:14	6	29.956240397903468	80.67709088496667	343.6646392481917	2.168
2017-05-17T15:51:15	6	29.955768095697	80.67754038545598	343.6547103470339	2.168
2017-05-17T15:51:16	6	29.95529638642813	80.67798984760209	343.6447813858885	2.168
2017-05-17T15:51:17	6	29.95486561400924	80.6783633875753	343.6348446973996	2.168
2017-05-17T15:51:18	6	29.954395139217915	80.67881277594257	343.62491561174954	2.168
2017-05-17T15:51:19	6	29.95392525940668	80.67926212296238	343.614986467435	2.168
2017-05-17T15:51:20	6	29.953496452518493	80.67963556262538	343.6050495800354	2.168
2017-05-17T15:51:21	6	29.95302781117276	80.68008483024286	343.59512031390045	2.168
2017-05-17T15:51:22	6	29.9525590197297	80.6805303278258	343.58521033298564	2.168
2017-05-17T15:51:23	6	29.95213218433093	80.68090365996456	343.57527324961325	2.168
2017-05-17T15:51:24	6	29.95166538303157	80.68135279868424	343.5653438057932	2.168
2017-05-17T15:51:25	6	29.95117407256496	80.67417100976228	343.55484217624115	2.164
2017-05-17T15:51:26	6	29.95071276881506	80.67461621113154	343.544931195099	2.164
2017-05-17T15:51:27	6	29.950293037595227	80.67498929196506	343.53499314562225	2.164
2017-05-17T15:51:28	6	29.94983297729748	80.675434425516	343.5250820475833	2.164
2017-05-17T15:51:29	6	29.949374293065866	80.67588324444743	343.51515155648457	2.164
2017-05-17T15:51:30	6	29.948956538341506	80.67625623226176	343.5052133237772	2.164
2017-05-17T15:51:31	6	29.94849832486211	80.67670125417867	343.49530205726273	2.164
2017-05-17T15:51:32	6	29.94798718447206	80.67706522032344	343.485304843212	2.164
2017-05-17T15:51:33	6	29.947570686847016	80.67743439302023	343.47538572380245	2.164
2017-05-17T15:51:34	6	29.94711438214987	80.6778793036849	343.4654742508126	2.164
2017-05-17T15:51:35	6	29.94665945539532	80.678327892078	343.4555433945739	2.164
2017-05-17T15:51:36	6	29.946244946831257	80.67869695876283	343.4456240954361	2.164
2017-05-17T15:51:37	6	29.94576428686057	80.67151348915448	343.4351173218215	2.16
2017-05-17T15:51:38	6	29.945315456764668	80.67195810705853	343.4252048761829	2.16
2017-05-17T15:51:39	6	29.944907358213147	80.67232696567078	343.41528469414067	2.16
2017-05-17T15:51:40	6	29.94445978203636	80.67277151786018	343.40537214343334	2.16
2017-05-17T15:51:41	6	29.9439591402063	80.67313507500293	343.3953733459573	2.16
2017-05-17T15:51:42	6	29.94355308303571	80.67350385138867	343.3854529551864	2.16
2017-05-17T15:51:43	6	29.94310742458405	80.67394830296463	343.37554021356425	2.16
2017-05-17T15:51:44	6	29.942662373208805	80.67439271478825	343.3656274243152	2.16
2017-05-17T15:51:45	6	29.94225831357464	80.67476139553287	343.35570686816925	2.16
2017-05-17T15:51:46	6	29.941760307002948	80.67512109181415	343.34572690523163	2.16
2017-05-17T15:51:47	6	29.94131798326668	80.67556911075916	343.33579460985084	2.16
2017-05-17T15:51:48	6	29.9409159757449	80.6759376959788	343.3258738533964	2.16
2017-05-17T15:51:49	6	29.940473313785624	80.67637819931238	343.31598009886824	2.16
2017-05-17T15:51:50	6	29.94000699439501	80.6691892204636	343.3054868364544	2.156
2017-05-17T15:51:51	6	29.939556773436085	80.66947298832665	343.2954979944501	2.156
2017-05-17T15:51:52	6	29.939121819147	80.66991698528516	343.2855839856513	2.156
2017-05-17T15:51:53	6	29.93868747497676	80.67036094649654	343.27566993443173	2.156
2017-05-17T15:51:54	6	29.938253741577658	80.67080487100421	343.26575584123435	2.156
2017-05-17T15:51:55	6	29.937806439357868	80.67108855725122	343.2557665994172	2.156
2017-05-17T15:51:56	6	29.93737402955558	80.67153241923577	343.2458523771743	2.156
2017-05-17T15:51:57	6	29.936941401897226	80.67197252759759	343.2359574251358	2.156
2017-05-17T15:51:58	6	29.936496313369823	80.67225614919508	343.225967876176	2.156
2017-05-17T15:51:59	6	29.93606584392886	80.67269990511527	343.21605348582165	2.156
2017-05-17T15:52:00	6	29.935635989074395	80.6731436191325	343.20613905620354	2.156
2017-05-17T15:52:01	6	29.93524638367972	80.67350799294493	343.1962361393713	2.156
2017-05-17T15:52:02	6	29.934763765902773	80.67386710017443	343.1862539573883	2.156
2017-05-17T15:52:03	6	29.93431002151804	80.66667267989608	343.17577435263	2.152
2017-05-17T15:52:04	6	29.93392766584543	80.6670405735115	343.16585124968606	2.152
2017-05-17T15:52:05	6	29.933451441292824	80.66739947628228	343.1558680877756	2.152
2017-05-17T15:52:06	6	29.933029559240808	80.66783915517397	343.1459718887505	2.152
2017-05-17T15:52:07	6	29.93259483727893	80.66812247009155	343.1359807995194	2.152
2017-05-17T15:52:08	6	29.93217428849472	80.66856209017502	343.1260844810974	2.152
2017-05-17T15:52:09	6	29.931754358045964	80.66900167321911	343.11618812616064	2.152
2017-05-17T15:52:10	6	29.931321861478143	80.66928492716092	343.1061967487452	2.152
2017-05-17T15:52:11	6	29.930903267834147	80.6697244469949	343.0963002772119	2.152
2017-05-17T15:52:12	6	29.930485294385505	80.67016392730116	343.0864037705243	2.152
2017-05-17T15:52:13	6	29.930055028109987	80.67044711504852	343.0764121093091	2.152
2017-05-17T15:52:14	6	29.929638395019914	80.6708865277947	343.0665154888261	2.152
2017-05-17T15:52:15	6	29.929168350292816	80.67124145740377	343.0565506951763	2.152
2017-05-17T15:52:16	6	29.928766724137887	80.663969899744	343.0460578605969	2.148
2017-05-17T15:52:17	6	29.92830323571605	80.66432836395788	343.0360728871042	2.148
2017-05-17T15:52:18	6	29.92789411365982	80.66476753052908	343.0261753024315	2.148
2017-05-17T15:52:19	6	29.92747113867124	80.6650467822817	343.0162016950065	2.148
2017-05-17T15:52:20	6	29.92706335896889	80.66548589351638	343.006304002972	2.148
2017-05-17T15:52:21	6	29.92665620221921	80.66592496953277	342.996406281029	2.148
2017-05-17T15:52:22	6	29.926195338793768	80.66627960792418	342.9864401618586	2.148
2017-05-17T15:52:23	6	29.92582965357784	80.66664318171338	342.9765345742896	2.148
2017-05-17T15:52:24	6	29.9253702323006	80.6669977731585	342.96656827111474	2.148
2017-05-17T15:52:25	6	29.924911537394888	80.66735234139395	342.956601859067	2.148
2017-05-17T15:52:26	6	29.924547994822728	80.66771583739039	342.9466960853456	2.148
2017-05-17T15:52:27	6	29.92409074535312	80.66807035515112	342.93672949220866	2.148
2017-05-17T15:52:28	6	29.92368827022789	80.6685092050115	342.9268314006956	2.148
2017-05-17T15:52:29	6	29.92324304672089	80.66115177083557	342.9162646115024	2.144
2017-05-17T15:52:30	6	29.92284584019023	80.6615867378225	342.906384958496	2.144
2017-05-17T15:52:31	6	29.922395639738102	80.6619410322662	342.8964173229536	2.144
2017-05-17T15:52:32	6	29.922040590102405	80.66230427262016	342.88651053784827	2.144
2017-05-17T15:52:33	6	29.92159183635826	80.66265852684889	342.8765427288446	2.144
2017-05-17T15:52:34	6	29.92119729089933	80.66309338323238	342.8666628891336	2.144
2017-05-17T15:52:35	6	29.920789991953345	80.66337223134555	342.856687136105	2.144
2017-05-17T15:52:36	6	29.920342497882743	80.66372271974305	342.8467383259561	2.144
2017-05-17T15:52:37	6	29.91995091076576	80.66416119355486	342.8368390551234	2.144
2017-05-17T15:52:38	6	29.91954590694274	80.66443999036	342.8268630143816	2.144
2017-05-17T15:52:39	6	29.919154759989123	80.66487470133299	342.8169829266194	2.144
2017-05-17T15:52:40	6	29.918711053621283	80.66522879319733	342.80701450980393	2.144
2017-05-17T15:52:41	6	29.91830743078301	80.66550383328449	342.7970574539637	2.144
2017-05-17T15:52:42	6	29.91791925027923	80.66594215053784	342.78715794823023	2.144
2017-05-17T15:52:43	6	29.91744753677511	80.65865482397959	342.776611781943	2.14
2017-05-17T15:52:44	6	29.917049754815054	80.65892970411305	342.7666538104794	2.14
2017-05-17T15:52:45	6	29.916668420642505	80.65936782451637	342.7567534210548	2.14
2017-05-17T15:52:46	6	29.916232299152004	80.65971796363037	342.74680305699445	2.14
2017-05-17T15:52:47	6	29.91583681802793	80.65999280254444	342.73684480887334	2.14
2017-05-17T15:52:48	6	29.915457533832907	80.66043084541711	342.7269442835189	2.14
2017-05-17T15:52:49	6	29.91502360407054	80.66078092564273	342.71699366105105	2.14
2017-05-17T15:52:50	6	29.91459040895668	80.66113098592017	342.70704294133674	2.14
2017-05-17T15:52:51	6	29.91419800523102	80.66140576395343	342.6970843192539	2.14
2017-05-17T15:52:52	6	29.913820516213853	80.66183999713718	342.6872028654745	2.14
2017-05-17T15:52:53	6	29.913390468450185	80.662193689877	342.6772326350593	2.14
2017-05-17T15:52:54	6	29.913000375875576	80.66246841680707	342.66727374679687	2.14
2017-05-17T15:52:55	6	29.91257088965685	80.66281837224686	342.65732257947315	2.14
2017-05-17T15:52:56	6	29.9121961540108	80.66325248490854	342.6474409419221	2.14
2017-05-17T15:52:57	6	29.91180837672597	80.6635271568717	342.6374817908079	2.14
2017-05-17T15:52:58	6	29.91135389437905	80.65623818348544	342.6269286421545	2.136
2017-05-17T15:52:59	6	29.91093045670169	80.65658423908151	342.6169957085357	2.136
2017-05-17T15:53:00	6	29.910603009082344	80.65694293623406	342.6071053604586	2.136
2017-05-17T15:53:01	6	29.91018201808461	80.65729265155255	342.59715302514456	2.136
2017-05-17T15:53:02	6	29.90976176536388	80.65764234878132	342.5872005993614	2.136
2017-05-17T15:53:03	6	29.909382159815795	80.65791684104752	342.57724027006225	2.136
2017-05-17T15:53:04	6	29.90896342182348	80.65826650546853	342.5672876598065	2.136
2017-05-17T15:53:05	6	29.90859868673447	80.6586965859425	342.5574241361985	2.136
2017-05-17T15:53:06	6	29.908221401494984	80.65897103278671	342.5474635587466	2.136
2017-05-17T15:53:07	6	29.90780487521272	80.6593206351748	342.53751071686725	2.136
2017-05-17T15:53:08	6	29.907388109140925	80.65966652287139	342.5275770297136	2.136
2017-05-17T15:53:09	6	29.90701318837724	80.65994092669976	342.5176161690435	2.136
2017-05-17T15:53:10	6	29.906598924077265	80.66029046971963	342.5076630599692	2.136
2017-05-17T15:53:11	6	29.906184421138573	80.66063629744308	342.4977291035235	2.136
2017-05-17T15:53:12	6	29.905811869041685	80.6609106546739	342.4877679642056	2.136
2017-05-17T15:53:13	6	29.905426209090752	80.65370050235543	342.4772974886956	2.132
2017-05-17T15:53:14	6	29.905018955180623	80.65404984989257	342.4673433944936	2.132
2017-05-17T15:53:15	6	29.90465118132837	80.65432037765073	342.4574006336459	2.132
2017-05-17T15:53:16	6	29.904245448804936	80.65466969642652	342.44744636737806	2.132
2017-05-17T15:53:17	6	29.90383944653256	80.65501530647668	342.43751125362803	2.132
2017-05-17T15:53:18	6	29.90343418796513	80.65536089897584	342.42757605577265	2.132
2017-05-17T15:53:19	6	29.903070576366225	80.65563507118169	342.41761370197446	2.132
2017-05-17T15:53:20	6	29.902666842667298	80.65598063178341	342.40767833366186	2.132
2017-05-17T15:53:21	6	29.902263854147154	80.65632617340434	342.39774288273475	2.132
2017-05-17T15:53:22	6	29.901902617126943	80.6566003070455	342.38778026655245	2.132
2017-05-17T15:53:23	6	29.901501156339023	80.65694581413	342.3778446481789	2.132
2017-05-17T15:53:24	6	29.90110044220579	80.65729130082313	342.36790894868267	2.132
2017-05-17T15:53:25	6	29.900740569584865	80.65756170344503	342.3579652997492	2.132
2017-05-17T15:53:26	6	29.900341385990643	80.65790715329733	342.3480294346021	2.132
2017-05-17T15:53:27	6	29.899942950527286	80.65825258136981	342.33809348982425	2.132
2017-05-17T15:53:28	6	29.899556869387613	80.65088180195649	342.3275383727233	2.128
2017-05-17T15:53:29	6	29.89916394282564	80.65122709052282	342.3176015951864	2.128
2017-05-17T15:53:30	6	29.898771763281253	80.65157236373888	342.30766474036176	2.128
2017-05-17T15:53:31	6	29.898420045577023	80.65184260091638	342.2977199630729	2.128
2017-05-17T15:53:32	6	29.89802939713548	80.6521878466828	342.2877829502283	2.128
2017-05-17T15:53:33	6	29.89763949714857	80.65253307570532	342.2778458615924	2.128
2017-05-17T15:53:34	6	29.89729016188919	80.65280328104026	342.26790083761813	2.128
2017-05-17T15:53:35	6	29.89690179579237	80.65314848005198	342.257963593982	2.128
2017-05-17T15:53:36	6	29.8965141795894	80.65349366094443	342.2480262760521	2.128
2017-05-17T15:53:37	6	29.89616618358321	80.65376014512516	342.238100223785	2.128
2017-05-17T15:53:38	6	29.89578010398564	80.65410529376025	342.22816275264574	2.128
2017-05-17T15:53:39	6	29.895340733377164	80.65436649767642	342.2181540346854	2.128
2017-05-17T15:53:40	6	29.8949562016955	80.65471161382217	342.2082163786871	2.128
2017-05-17T15:53:41	6	29.89461142133836	80.65497805191936	342.198289966931	2.128
2017-05-17T15:53:42	6	29.894228429953603	80.65532313259634	342.18835216176694	2.128
2017-05-17T15:53:43	6	29.89384619181263	80.65566819206802	342.17841428581414	2.128
2017-05-17T15:53:44	6	29.89347573824256	80.6482922829173	342.1678712655472	2.124
2017-05-17T15:53:45	6	29.89309897780252	80.6486372100884	342.15793257712085	2.124
2017-05-17T15:53:46	6	29.8927218898041	80.64897843869504	342.14801302642405	2.124
2017-05-17T15:53:47	6	29.89233195153671	80.6491645220015	342.13799489384485	2.124
2017-05-17T15:53:48	6	29.89195644810489	80.64950573111786	342.1280751594756	2.124
2017-05-17T15:53:49	6	29.891581697978115	80.64984692460867	342.1181553556926	2.124
2017-05-17T15:53:50	6	29.89124854102885	80.65011686740968	342.10820839826977	2.124
2017-05-17T15:53:51	6	29.8908753338492	80.65045803288753	342.0982884535464	2.124
2017-05-17T15:53:52	6	29.8904487428166	80.65071532874971	342.088296806164	2.124
2017-05-17T15:53:53	6	29.8901180236073	80.65098524446894	342.0783495916636	2.124
2017-05-17T15:53:54	6	29.889747160935908	80.65132636923008	342.0684294014924	2.124
2017-05-17T15:53:55	6	29.889377054334467	80.65166747585971	342.0585091449185	2.124
2017-05-17T15:53:56	6	29.88904765546015	80.65193367457809	342.0485809113164	2.124
2017-05-17T15:53:57	6	29.88862624390908	80.65219460876745	342.03856949384	2.124
2017-05-17T15:53:58	6	29.88825848716438	80.6525356702247	342.0286489979252	2.124
2017-05-17T15:53:59	6	29.887931532603616	80.65280183695084	342.0187205129291	2.124
2017-05-17T15:54:00	6	29.887511510397896	80.65305906256653	342.00872793381365	2.124
2017-05-17T15:54:01	6	29.88711965665616	80.64575655284102	341.99818525115563	2.12
2017-05-17T15:54:02	6	29.88679842929633	80.64602261108455	341.9882559108576	2.12
2017-05-17T15:54:03	6	29.88643843811286	80.64636350747905	341.9783343908145	2.12
2017-05-17T15:54:04	6	29.886024915438373	80.64662060229479	341.9683407551146	2.12
2017-05-17T15:54:05	6	29.88570613199399	80.64688664046234	341.9584111735506	2.12
2017-05-17T15:54:06	6	29.8853484935122	80.64722750333397	341.9484894274448	2.12
2017-05-17T15:54:07	6	29.88493632729088	80.64748090247383	341.9385146330361	2.12
2017-05-17T15:54:08	6	29.88458025101726	80.64782174033905	341.928592727535	2.12
2017-05-17T15:54:09	6	29.88426470893798	80.64808774452433	341.9186628448276	2.12
2017-05-17T15:54:10	6	29.88385613576064	80.64834480290105	341.9086685271356	2.12
2017-05-17T15:54:11	6	29.88350241866584	80.64868560193072	341.89874640324496	2.12
2017-05-17T15:54:12	6	29.88318821075452	80.64894790225567	341.88883546806534	2.12
2017-05-17T15:54:13	6	29.882782117625588	80.64920493854558	341.87884081583854	2.12
2017-05-17T15:54:14	6	29.882430763440382	80.64954569591832	341.86891847690947	2.12
2017-05-17T15:54:15	6	29.88206515154332	80.64972424783527	341.85893482395346	2.12
2017-05-17T15:54:16	6	29.88171540069272	80.65006497985681	341.84901232906503	2.12
2017-05-17T15:54:17	6	29.881335041897355	80.64275743572128	341.83848222417305	2.116
2017-05-17T15:54:18	6	29.880975731591523	80.64293956751942	341.82847850470046	2.116
2017-05-17T15:54:19	6	29.88063101692545	80.64327649328261	341.81857432000834	2.116
2017-05-17T15:54:20	6	29.88023392035068	80.6435333825909	341.80857827866754	2.116
2017-05-17T15:54:21	6	29.879930326632905	80.64379553775412	341.7986660264415	2.116
2017-05-17T15:54:22	6	29.8795891288168	80.64413610947486	341.78874246729487	2.116
2017-05-17T15:54:23	6	29.879193364138164	80.64438930948738	341.77876527691603	2.116
2017-05-17T15:54:24	6	29.87889222784505	80.64465144590861	341.76885280886773	2.116
2017-05-17T15:54:25	6	29.87849814175313	80.64490463907504	341.75887539128894	2.116
2017-05-17T15:54:26	6	29.8781601214136	80.64524516876716	341.74895154517066	2.116
2017-05-17T15:54:27	6	29.8778074161768	80.64542362435802	341.7389659610326	2.116
2017-05-17T15:54:28	6	29.877469849124967	80.64576045961665	341.7290611345063	2.116
2017-05-17T15:54:29	6	29.87707909746303	80.64601363174823	341.71908327431885	2.116
2017-05-17T15:54:30	6	29.876784079342823	80.64627940236485	341.7091511892042	2.116
2017-05-17T15:54:31	6	29.876395011388897	80.64653256438025	341.69917310931896	2.116
2017-05-17T15:54:32	6	29.87606063009181	80.64686935108315	341.68926800332724	2.116
2017-05-17T15:54:33	6	29.87571312100677	80.64704779901307	341.67928173582817	2.116
2017-05-17T15:54:34	6	29.8753803516842	80.64738456236041	341.66937649022407	2.116
2017-05-17T15:54:35	6	29.874994627042785	80.64763769734736	341.6593979791595	2.116
2017-05-17T15:54:36	6	29.874582381980098	80.64024497395656	341.64878628885464	2.112
2017-05-17T15:54:37	6	29.874295187859765	80.64050694983358	341.6388722381132	2.112
2017-05-17T15:54:38	6	29.873913916430663	80.64075631043652	341.6289119473681	2.112
2017-05-17T15:54:39	6	29.87358889357252	80.64109293938678	341.6190057014834	2.112
2017-05-17T15:54:40	6	29.873249991916826	80.64127130779029	341.60901809875094	2.112
2017-05-17T15:54:41	6	29.872926581684595	80.64160792116614	341.5991117219112	2.112
2017-05-17T15:54:42	6	29.872549844058	80.64186094011679	341.5891318632047	2.112
2017-05-17T15:54:43	6	29.87221236798333	80.64203564222711	341.5791630656194	2.112
2017-05-17T15:54:44	6	29.8718913842754	80.64237223097345	341.56925647765576	2.112
2017-05-17T15:54:45	6	29.87151718326289	80.64262524128107	341.5592762921881	2.112
2017-05-17T15:54:46	6	29.871182326000262	80.64279994686585	341.5493071529936	2.112
2017-05-17T15:54:47	6	29.870863772314426	80.64313650854182	341.5394003585961	2.112
2017-05-17T15:54:48	6	29.87049211125408	80.64338950813108	341.5294198511392	2.112
2017-05-17T15:54:49	6	29.87015987588989	80.6435642155351	341.51945037515674	2.112
2017-05-17T15:54:50	6	29.86984375571937	80.64390074773837	341.50954337901896	2.112
2017-05-17T15:54:51	6	29.869473441756977	80.64415006575452	341.4995816912932	2.112
2017-05-17T15:54:52	6	29.86914502755561	80.64432844216961	341.48959274640174	2.112
2017-05-17T15:54:53	6	29.8688301471911	80.64466127417985	341.4797046876958	2.112
2017-05-17T15:54:54	6	29.86843235680257	80.63726362320533	341.469104115502	2.108
2017-05-17T15:54:55	6	29.868109059341545	80.63744192354163	341.45911430624966	2.108
2017-05-17T15:54:56	6	29.86780028392587	80.63777464913643	341.4492254099509	2.108
2017-05-17T15:54:57	6	29.86743809305838	80.63802385905986	341.4392625057968	2.108
2017-05-17T15:54:58	6	29.86711742035881	80.63820216765397	341.4292723783101	2.108
2017-05-17T15:54:59	6	29.866756957773152	80.63845138027305	341.41930924259924	2.108
2017-05-17T15:55:00	6	29.86645143274979	80.6387840809602	341.4094200812935	2.108
2017-05-17T15:55:01	6	29.866092637061023	80.63903328630266	341.3994567582184	2.108
2017-05-17T15:55:02	6	29.865774238605564	80.63920793731745	341.3894853286988	2.108
2017-05-17T15:55:03	6	29.865417173439223	80.63945714397528	341.3795217771345	2.108
2017-05-17T15:55:04	6	29.86511490461348	80.63978981588069	341.36963235787584	2.108
2017-05-17T15:55:05	6	29.86480036968412	80.63996813827112	341.35964149345114	2.108
2017-05-17T15:55:06	6	29.864445854736324	80.64021733753272	341.349677645491	2.108
2017-05-17T15:55:07	6	29.86409095800509	80.64046286897465	341.339732808419	2.108
2017-05-17T15:55:08	6	29.86377785082291	80.64063753416531	341.3297607214926	2.108
2017-05-17T15:55:09	6	29.863479695447047	80.6409701697215	341.319870978343	2.108
